No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
178,10/11/2021,Wed,1067.66,1193.31,1400.0,-2342.88,0,,11.8,11.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
179,11/11/2021,Thu,1209.6,1413.48,1400.0,-1699.31,0,,10.9,10.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
180,12/11/2021,Fri,1577.39,1728.17,2500.0,-1788.28,0,,11.2,10.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
181,13/11/2021,Sat,4160.76,4433.58,4000.0,48.04,0,,10.7,10.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
182,14/11/2021,Sun,2902.48,3260.37,2500.0,503.42,0,,9.3,8.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
183,15/11/2021,Mon,1531.06,1655.95,2000.0,-748.74,0,,8.6,8.2,Overcast,Cloudy skies throughout the day.,cloudy
184,16/11/2021,Tue,1195.49,1368.02,2000.0,-471.04,0,,9.6,9.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
185,17/11/2021,Wed,1321.85,1443.1,2000.0,-1028.17,0,,8.6,6.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
186,18/11/2021,Thu,1387.49,1480.05,2500.0,-974.17,0,,10.1,9.3,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
187,19/11/2021,Fri,3337.54,3888.34,3000.0,623.62,0,,10.4,10.3,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
188,20/11/2021,Sat,4446.5,5052.68,5000.0,-363.07,0,,9.1,7.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
189,21/11/2021,Sun,2776.86,3137.03,3000.0,1024.68,0,,5.6,2.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
190,22/11/2021,Mon,2360.26,2561.75,2000.0,919.77,0,,3.9,0.3,Clear,Clear conditions throughout the day.,clear-day
191,23/11/2021,Tue,1986.28,2232.46,2000.0,432.23,0,,5.0,3.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
192,24/11/2021,Wed,1825.56,2117.05,2000.0,184.63,0,,6.1,5.1,Overcast,Cloudy skies throughout the day.,cloudy
193,25/11/2021,Thu,1695.71,1801.11,2500.0,238.6,0,,4.3,1.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
194,26/11/2021,Fri,2379.35,2701.97,4200.0,85.64,0,,5.6,1.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
195,27/11/2021,Sat,3816.31,4818.05,5300.0,673.11,0,,3.2,-2.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
196,28/11/2021,Sun,2667.43,2987.56,3000.0,867.46,0,,2.1,-1.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
197,29/11/2021,Mon,2622.54,2789.6,2000.0,1050.38,0,,2.4,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
198,30/11/2021,Tue,2782.55,2903.66,1500.0,902.26,0,,9.2,6.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
199,01/12/2021,Wed,2444.44,2602.86,2200.0,647.63,0,,6.8,3.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
200,02/12/2021,Thu,0.0,0.0,0.0,-2055.69,0,,2.2,-1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
201,03/12/2021,Fri,0.0,0.0,0.0,-3139.4,0,,6.8,4.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain
202,04/12/2021,Sat,0.0,0.0,0.0,-3999.33,0,,5.3,1.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
203,05/12/2021,Sun,0.0,0.0,0.0,-1946.92,0,,5.0,1.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
204,06/12/2021,Mon,0.0,0.0,0.0,-2077.71,0,,4.3,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
205,07/12/2021,Tue,0.0,0.0,0.0,-2051.62,0,,5.2,1.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
206,08/12/2021,Wed,0.0,0.0,0.0,-2491.96,0,,5.7,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
207,09/12/2021,Thu,0.0,0.0,0.0,-2109.36,0,,6.2,2.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
208,10/12/2021,Fri,0.0,0.0,0.0,-3802.3,0,,4.7,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
209,11/12/2021,Sat,0.0,0.0,0.0,-5870.27,0,,7.5,6.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
210,12/12/2021,Sun,0.0,0.0,0.0,-3106.16,0,,11.2,11.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
211,13/12/2021,Mon,4723.75,4882.77,3000.0,2731.52,0,,10.3,9.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
212,14/12/2021,Tue,3495.82,3655.04,3000.0,2136.54,0,,10.3,9.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
213,15/12/2021,Wed,3118.24,3244.1,3000.0,1659.66,0,,10.6,10.6,Overcast,Cloudy skies throughout the day.,cloudy
214,16/12/2021,Thu,4331.01,4550.66,3000.0,2935.93,0,,9.3,8.8,Overcast,Cloudy skies throughout the day.,cloudy
215,17/12/2021,Fri,4495.71,4806.24,3800.0,1173.03,0,,7.4,4.8,Overcast,Cloudy skies throughout the day.,cloudy
216,18/12/2021,Sat,5400.81,5733.23,5800.0,-103.32,0,,6.5,3.2,Overcast,Cloudy skies throughout the day.,cloudy
217,19/12/2021,Sun,2777.27,3125.01,3000.0,582.51,0,,3.9,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
218,20/12/2021,Mon,4238.78,4433.09,4500.0,2336.81,0,,4.3,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
219,21/12/2021,Tue,4901.83,5180.99,3000.0,3526.1,0,,2.6,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
220,22/12/2021,Wed,5044.2,5349.45,3500.0,3603.87,0,,2.4,-1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
221,23/12/2021,Thu,4294.13,4484.19,4000.0,2783.52,0,,8.5,6.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
222,24/12/2021,Fri,1829.98,2102.98,3000.0,-1214.05,0,,8.4,6.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
223,25/12/2021,Sat,0.0,0.0,0.0,-4683.48,1,Christmas Day,7.4,4.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
224,26/12/2021,Sun,0.0,0.0,0.0,-2224.76,1,Boxing Day,8.1,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
225,27/12/2021,Mon,3493.96,3619.09,3000.0,1818.11,1,Christmas Day (observed),9.1,7.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
226,28/12/2021,Tue,2540.58,2713.05,3000.0,616.35,1,Boxing Day (observed),8.5,5.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
227,29/12/2021,Wed,4678.36,4887.28,3000.0,2158.5,0,,10.8,10.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
228,30/12/2021,Thu,5181.49,5361.07,3000.0,2865.89,0,,13.0,13.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
229,31/12/2021,Fri,2841.89,3021.6,3000.0,-986.9,0,,12.2,12.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
230,01/01/2022,Sat,0.0,0.0,0.0,-5193.12,1,New Year's Day,12.6,12.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
231,02/01/2022,Sun,3947.33,4136.71,3000.0,1306.1,0,,10.4,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
232,03/01/2022,Mon,4039.41,4442.95,3000.0,767.48,1,New Year's Day (observed),8.8,6.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
233,04/01/2022,Tue,2104.67,2668.34,3000.0,-1153.82,0,,4.3,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
234,05/01/2022,Wed,1935.12,2571.25,3000.0,-1564.36,0,,2.6,-0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
235,06/01/2022,Thu,1693.72,2187.66,3500.0,-2053.52,0,,3.1,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
236,07/01/2022,Fri,3274.03,4363.75,4000.0,-506.28,0,,3.0,-0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain
237,08/01/2022,Sat,5136.04,5631.62,5000.0,652.63,0,,6.6,3.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
238,09/01/2022,Sun,2585.09,2836.86,3000.0,-497.02,0,,5.4,2.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
239,10/01/2022,Mon,1521.03,2182.58,0.0,-1573.32,0,,7.1,6.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
240,11/01/2022,Tue,1624.38,2265.58,0.0,-1821.14,0,,8.6,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
241,12/01/2022,Wed,1941.71,2661.43,0.0,-1494.24,0,,2.8,2.2,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain
242,13/01/2022,Thu,1764.34,2475.06,0.0,2475.06,0,,2.3,2.2,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain
243,14/01/2022,Fri,2164.27,3135.23,0.0,3135.23,0,,2.1,1.3,Rain,Clear conditions throughout the day with afternoon rain.,rain
244,15/01/2022,Sat,4534.21,4934.14,0.0,4934.14,0,,3.1,2.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
245,16/01/2022,Sun,2479.58,2752.59,0.0,2752.59,0,,5.8,4.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
246,17/01/2022,Mon,1446.65,2052.3,2250.0,2052.3,0,,2.7,1.8,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain
247,18/01/2022,Tue,1304.88,1919.11,2250.0,1919.11,0,,2.0,1.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
248,19/01/2022,Wed,1737.12,2182.22,2500.0,2182.22,0,,5.2,3.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
249,20/01/2022,Thu,2121.09,2762.56,2800.0,2762.56,0,,2.4,0.3,Rain,Clear conditions throughout the day with morning rain.,rain
250,21/01/2022,Fri,3071.69,4277.76,4500.0,4277.76,0,,0.8,-0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
251,22/01/2022,Sat,5431.05,6104.12,6500.0,6104.12,0,,3.8,2.6,Overcast,Cloudy skies throughout the day.,cloudy
252,23/01/2022,Sun,2698.79,3061.94,3000.0,3061.94,0,,3.7,2.6,Overcast,Cloudy skies throughout the day.,cloudy
253,24/01/2022,Mon,1124.13,1616.01,2000.0,1616.01,0,,3.8,1.5,Overcast,Cloudy skies throughout the day.,cloudy
254,25/01/2022,Tue,1540.46,2184.41,2000.0,2184.41,0,,2.3,1.0,Overcast,Cloudy skies throughout the day.,cloudy
255,26/01/2022,Wed,1821.75,2657.44,2000.0,2657.44,0,,5.1,2.6,Overcast,Cloudy skies throughout the day.,cloudy
256,27/01/2022,Thu,2360.84,2819.19,2400.0,2819.19,0,,7.6,5.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
257,28/01/2022,Fri,2675.26,4156.11,3500.0,4156.11,0,,4.7,3.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
258,29/01/2022,Sat,6700.34,8196.69,5000.0,8196.69,0,,9.1,7.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
259,30/01/2022,Sun,3060.81,3233.05,2400.0,3233.05,0,,4.6,3.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
260,31/01/2022,Mon,1478.25,2060.85,2000.0,2060.85,0,,6.5,3.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
261,01/02/2022,Tue,2088.63,2752.08,2200.0,2752.08,0,,9.5,8.2,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
262,02/02/2022,Wed,1748.13,2514.41,2300.0,2514.41,0,,9.1,7.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
263,03/02/2022,Thu,2161.28,2671.22,2500.0,2671.22,0,,8.0,5.6,Overcast,Cloudy skies throughout the day.,cloudy
264,04/02/2022,Fri,2803.5,3846.56,3700.0,3846.56,0,,6.3,2.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
265,05/02/2022,Sat,4796.0,5510.66,6000.0,5510.66,0,,6.3,2.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
266,06/02/2022,Sun,2830.51,3186.73,2800.0,3186.73,0,,8.4,4.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
267,07/02/2022,Mon,1579.23,2089.39,2000.0,1306.54,0,,6.7,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
268,08/02/2022,Tue,1613.42,1916.01,2100.0,914.4,0,,10.2,8.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
269,09/02/2022,Wed,2065.17,2704.34,2500.0,1643.87,0,,8.6,7.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
270,10/02/2022,Thu,1893.07,2514.27,2600.0,912.51,0,,5.1,2.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
271,11/02/2022,Fri,3752.27,4706.5,4200.0,3175.06,0,,3.4,1.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
272,12/02/2022,Sat,5776.65,6917.74,6500.0,5302.25,0,,6.3,3.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
273,13/02/2022,Sun,3491.28,3763.38,3100.0,3102.54,0,,8.6,5.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
274,14/02/2022,Mon,2495.05,3884.23,3000.0,2734.89,0,,6.3,3.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
275,15/02/2022,Tue,2394.84,2712.25,2300.0,1285.13,0,,7.2,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
276,16/02/2022,Wed,2525.0,2913.1,3000.0,1675.3,0,,11.9,11.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
277,17/02/2022,Thu,1537.86,2382.09,3000.0,1506.74,0,,8.7,5.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
278,18/02/2022,Fri,1148.5,2311.81,4500.0,457.01,0,,7.3,3.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain
279,19/02/2022,Sat,4039.92,4807.33,7000.0,2906.92,0,,6.1,2.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
280,20/02/2022,Sun,3025.99,3284.21,3500.0,2096.27,0,,9.5,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
281,21/02/2022,Mon,3527.95,3875.67,3800.0,2842.5,0,,7.2,4.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
282,22/02/2022,Tue,3880.23,4404.63,3800.0,2965.15,0,,8.7,7.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
283,23/02/2022,Wed,4683.27,5484.34,4000.0,3772.37,0,,6.8,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
284,24/02/2022,Thu,4987.09,5742.14,4200.0,4012.64,0,,5.3,1.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain
285,25/02/2022,Fri,4763.01,5776.89,4500.0,3118.56,0,,5.5,3.4,Clear,Clear conditions throughout the day.,clear-day
286,26/02/2022,Sat,5108.42,5890.58,6800.0,3420.5,0,,4.9,2.8,Rain,Clear conditions throughout the day with afternoon rain.,rain
287,27/02/2022,Sun,2694.89,2872.13,3300.0,1936.58,0,,6.0,2.9,Clear,Clear conditions throughout the day.,clear-day
288,28/02/2022,Mon,2495.1,3022.67,2300.0,1468.07,0,,8.9,7.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
289,01/03/2022,Tue,1807.25,2324.68,2400.0,628.28,0,,6.8,3.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
290,02/03/2022,Wed,2421.66,2905.89,2600.0,940.06,0,,7.3,4.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
291,03/03/2022,Thu,2303.28,2764.14,2600.0,1712.46,0,,8.1,6.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
292,04/03/2022,Fri,3259.25,3892.16,4400.0,3892.16,0,,6.4,3.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
293,05/03/2022,Sat,5629.7,6505.2,6500.0,5471.6,0,,4.8,2.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
294,06/03/2022,Sun,2724.92,3129.47,3400.0,2220.25,0,,4.4,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
295,07/03/2022,Mon,1987.88,2324.3,2100.0,1608.13,0,,4.0,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
296,08/03/2022,Tue,1376.5,2024.98,2200.0,973.92,0,,6.0,3.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
297,09/03/2022,Wed,2285.73,2696.81,2600.0,1321.99,0,,9.0,7.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
298,10/03/2022,Thu,1819.81,2570.58,2800.0,1443.21,0,,9.6,8.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
299,11/03/2022,Fri,3489.78,4342.23,4700.0,1604.28,0,,9.1,6.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
300,12/03/2022,Sat,5225.92,6221.24,6500.0,4108.04,0,,8.4,6.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
301,13/03/2022,Sun,2788.66,3142.93,3400.0,1810.49,0,,8.3,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
302,14/03/2022,Mon,1530.05,1967.66,2000.0,1097.83,0,,6.6,6.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
303,15/03/2022,Tue,1572.61,1977.68,2000.0,946.43,0,,8.1,7.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
304,16/03/2022,Wed,2473.17,3084.49,2500.0,2232.67,0,,7.7,5.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
305,17/03/2022,Thu,1431.01,1930.59,2500.0,604.43,0,,7.0,5.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
306,18/03/2022,Fri,2490.81,3551.9,4500.0,1310.27,0,,9.0,7.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
307,19/03/2022,Sat,3420.12,4442.27,6500.0,2440.78,0,,8.9,6.6,Clear,Clear conditions throughout the day.,clear-day
308,20/03/2022,Sun,2341.61,2635.43,3300.0,1899.9,0,,6.5,4.1,Clear,Clear conditions throughout the day.,clear-day
309,21/03/2022,Mon,1153.05,1452.35,2000.0,456.39,0,,8.3,6.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
310,22/03/2022,Tue,1382.69,1821.01,2100.0,803.68,0,,11.0,9.7,Clear,Clear conditions throughout the day.,clear-day
311,23/03/2022,Wed,1970.05,2693.38,2600.0,1385.63,0,,10.7,9.7,Clear,Clear conditions throughout the day.,clear-day
312,24/03/2022,Thu,1751.97,2432.94,2600.0,1252.57,0,,11.6,11.5,Clear,Clear conditions throughout the day.,clear-day
313,25/03/2022,Fri,2380.96,3377.83,4400.0,406.93,0,,9.9,9.2,Clear,Clear conditions throughout the day.,clear-day
314,26/03/2022,Sat,4619.31,5532.13,7000.0,3281.06,0,,10.5,9.4,Clear,Clear conditions throughout the day.,clear-day
315,27/03/2022,Sun,2128.51,2453.36,3500.0,1980.95,0,,9.4,7.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
316,28/03/2022,Mon,1918.25,2387.55,2000.0,1663.87,0,,9.4,8.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
317,29/03/2022,Tue,1793.33,2190.25,2200.0,1296.39,0,,9.1,7.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
318,30/03/2022,Wed,2169.41,2651.42,2600.0,1159.92,0,,6.3,3.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
319,31/03/2022,Thu,2252.38,2866.98,2600.0,798.06,0,,2.9,-2.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
320,01/04/2022,Fri,2974.89,3919.41,4400.0,2941.81,0,,3.5,-0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
321,02/04/2022,Sat,5133.12,6180.67,6500.0,4614.5,0,,3.5,1.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
322,03/04/2022,Sun,2974.14,3159.94,3400.0,3159.94,0,,4.2,2.2,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning snow or rain.,rain
323,04/04/2022,Mon,2157.72,2799.19,2200.0,1928.17,0,,8.4,6.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
324,05/04/2022,Tue,2052.15,2793.03,2200.0,1543.53,0,,9.3,6.7,Overcast,Cloudy skies throughout the day.,cloudy
325,06/04/2022,Wed,1993.92,2346.16,2600.0,1152.37,0,,9.2,6.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
326,07/04/2022,Thu,2308.72,2870.49,2800.0,1552.66,0,,7.3,3.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
327,08/04/2022,Fri,3591.59,4560.6,4300.0,1818.36,0,,5.5,3.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
328,09/04/2022,Sat,5017.71,5908.2,6500.0,3532.43,0,,5.2,2.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
329,10/04/2022,Sun,2268.95,2567.19,3300.0,2126.52,0,,6.5,5.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
330,11/04/2022,Mon,2947.78,3268.31,3800.0,1637.14,0,,9.4,7.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
331,12/04/2022,Tue,3107.18,3461.55,3200.0,1969.13,0,,11.1,10.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
332,13/04/2022,Wed,3090.7,3746.02,3200.0,2064.15,0,,11.6,11.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
333,14/04/2022,Thu,3118.17,3730.69,3200.0,2023.17,0,,11.5,11.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
334,15/04/2022,Fri,3062.49,3620.61,3400.0,1001.81,1,Good Friday,13.1,12.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
335,16/04/2022,Sat,2625.52,3403.89,5800.0,1153.05,0,,13.2,13.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
336,17/04/2022,Sun,0.0,0.0,0.0,-961.15,0,,12.4,11.8,Rain,Clear conditions throughout the day with late afternoon rain.,rain
337,18/04/2022,Mon,3298.65,3931.32,2800.0,2638.91,0,,9.3,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
338,19/04/2022,Tue,1823.37,2144.16,3200.0,1067.85,0,,8.6,7.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
339,20/04/2022,Wed,2375.57,2771.61,3200.0,1705.62,0,,10.7,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
340,21/04/2022,Thu,2586.59,3026.38,3200.0,1480.14,0,,11.4,10.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
341,22/04/2022,Fri,2675.02,3366.11,4000.0,614.78,0,,9.9,8.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
342,23/04/2022,Sat,3384.92,3589.75,5500.0,1063.17,0,,10.8,9.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
343,24/04/2022,Sun,1602.77,1815.82,3000.0,667.06,0,,11.1,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
344,25/04/2022,Mon,1334.32,1798.2,2300.0,797.8,0,,8.9,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
345,26/04/2022,Tue,1654.45,2185.81,2200.0,1076.31,0,,9.4,8.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
346,27/04/2022,Wed,2311.37,2789.34,2600.0,814.3,0,,7.3,4.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
347,28/04/2022,Thu,2214.82,2924.75,2800.0,1565.08,0,,7.7,5.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
348,29/04/2022,Fri,2550.78,3593.29,4300.0,310.28,0,,8.2,7.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
349,30/04/2022,Sat,4600.32,5348.94,5900.0,1981.25,0,,8.8,8.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
350,01/05/2022,Sun,3253.59,3637.96,3400.0,2792.38,0,,8.7,7.3,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
351,02/05/2022,Mon,3559.85,4055.0,3200.0,1465.59,1,May Day,10.7,10.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
352,03/05/2022,Tue,1773.61,2065.66,2100.0,1251.36,0,,11.7,11.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
353,04/05/2022,Wed,1924.35,2571.98,2400.0,1282.15,0,,11.8,11.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
354,05/05/2022,Thu,1901.38,2492.23,2500.0,986.49,0,,12.0,11.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
